CAMID,file_url,hybrid_stat,split,zenodo_link,md5,subspecies,parent_subspecies_1,parent_subspecies_2,filename
CS004297,https://zenodo.org/record/2813153/files/CS004297_d.JPG,non-hybrid,train,https://zenodo.org/record/2813153,b43f9e6bf1659c72436b930876834d43,8.0,,,CS004297.jpg
CS004308,https://zenodo.org/record/2813153/files/CS004308_d.JPG,non-hybrid,train,https://zenodo.org/record/2813153,595c6c943d803de4fa1d4f937f1af9f8,8.0,,,CS004308.jpg
CS004310,https://zenodo.org/record/2813153/files/CS004310_d.JPG,non-hybrid,train,https://zenodo.org/record/2813153,ab3d1c2c045afcb97c09812703257c64,8.0,,,CS004310.jpg
SHM000261,https://zenodo.org/record/2813153/files/SHM000261_d.JPG,non-hybrid,train,https://zenodo.org/record/2813153,3cc71ff1fd17ee4ba3f59e7c1092f182,8.0,,,SHM000261.jpg
CAM020840,https://zenodo.org/record/2813153/files/CAM020840_d.JPG,non-hybrid,train,https://zenodo.org/record/2813153,3021ebd08896479271a69ce8c3645e66,8.0,,,CAM020840.jpg
SHM000018,https://zenodo.org/record/2813153/files/SHM000018_d.JPG,non-hybrid,train,https://zenodo.org/record/2813153,44906c1697c9e770c3e373b866cc5c5f,8.0,,,SHM000018.jpg
SHM000101,https://zenodo.org/record/2813153/files/SHM000101_d.JPG,non-hybrid,train,https://zenodo.org/record/2813153,4fda83a0bc9d493cd1b0897f29f8e9c2,8.0,,,SHM000101.jpg
SHM000112,https://zenodo.org/record/2813153/files/SHM000112_d.JPG,non-hybrid,train,https://zenodo.org/record/2813153,74737867208af21f2b3cd2f97af64c9e,8.0,,,SHM000112.jpg
CS004068,https://zenodo.org/record/2813153/files/CS004068_d.JPG,non-hybrid,train,https://zenodo.org/record/2813153,409c7dfbfb17ee93f7ff0ee3e22b20d4,8.0,,,CS004068.jpg
CS004295,https://zenodo.org/record/2813153/files/CS004295_d.JPG,non-hybrid,train,https://zenodo.org/record/2813153,1badd4ebd56da455b03186bd2e74265e,8.0,,,CS004295.jpg
CAM120740,https://zenodo.org/record/2813153/files/CAM120740_d.JPG,non-hybrid,train,https://zenodo.org/record/2813153,69dcf7ead604d9d4665a733d6b942cb7,8.0,,,CAM120740.jpg
CS004063,https://zenodo.org/record/2813153/files/CS004063_d.JPG,non-hybrid,train,https://zenodo.org/record/2813153,8ee813cf1df76c79fe169eaec8a7634e,8.0,,,CS004063.jpg
SHM000340,https://zenodo.org/record/2813153/files/SHM000340_d.JPG,non-hybrid,train,https://zenodo.org/record/2813153,a6715d58b53a9e6233f83cad79a9582c,8.0,,,SHM000340.jpg
CAM120739,https://zenodo.org/record/2813153/files/CAM120739_d.JPG,non-hybrid,train,https://zenodo.org/record/2813153,eb0c9a09ce357ef1c0cb7a35a8e642ba,8.0,,,CAM120739.jpg
CS004046,https://zenodo.org/record/2813153/files/CS004046_d.JPG,non-hybrid,train,https://zenodo.org/record/2813153,776fde5fd01b3dbc85a9e75867d04a7d,8.0,,,CS004046.jpg
CS004047,https://zenodo.org/record/2813153/files/CS004047_d.JPG,non-hybrid,train,https://zenodo.org/record/2813153,53b13798d51be031842d08a2f1df5641,8.0,,,CS004047.jpg
CS004048,https://zenodo.org/record/2813153/files/CS004048_d.JPG,non-hybrid,train,https://zenodo.org/record/2813153,b762e41ef008ccd5b784ad8570d30e2c,8.0,,,CS004048.jpg
CS004049,https://zenodo.org/record/2813153/files/CS004049_d.JPG,non-hybrid,train,https://zenodo.org/record/2813153,2b9f9b5a344dec0e370ee35ee5529425,8.0,,,CS004049.jpg
CS004052,https://zenodo.org/record/2813153/files/CS004052_d.JPG,non-hybrid,train,https://zenodo.org/record/2813153,db4fa693ce9782bde21ecfbd7ad7543b,12.0,,,CS004052.jpg
CS004057,https://zenodo.org/record/2813153/files/CS004057_d.JPG,non-hybrid,train,https://zenodo.org/record/2813153,1c8832c73fa372a47cc16daca209ee6b,12.0,,,CS004057.jpg
CS004060,https://zenodo.org/record/2813153/files/CS004060_d.JPG,non-hybrid,train,https://zenodo.org/record/2813153,b3d08b4913121ec580dd7bb30948fec4,8.0,,,CS004060.jpg
CS004062,https://zenodo.org/record/2813153/files/CS004062_d.JPG,non-hybrid,train,https://zenodo.org/record/2813153,3f5d307fc43323d6cc2265c23ce4586d,8.0,,,CS004062.jpg
CS004061,https://zenodo.org/record/2813153/files/CS004061_d.JPG,non-hybrid,train,https://zenodo.org/record/2813153,4740368b5247d9f3b5e9d3a57ef11ecf,8.0,,,CS004061.jpg
SHM000341,https://zenodo.org/record/2813153/files/SHM000341_d.JPG,non-hybrid,train,https://zenodo.org/record/2813153,f3f4b324d0afe7d521489bed0088fc65,8.0,,,SHM000341.jpg
CAM016790,https://zenodo.org/record/3082688/files/CAM016790_d.JPG,hybrid,train,https://zenodo.org/record/3082688,f23cd5ec0963e4ebfa0bf360282b7ea6,,8.0,9.0,CAM016790.jpg
CAM016791,https://zenodo.org/record/3082688/files/CAM016791_d.JPG,hybrid,train,https://zenodo.org/record/3082688,734c4bc4a475fc2c8755cb9ee3b6ce7b,,8.0,9.0,CAM016791.jpg
CAM016793,https://zenodo.org/record/3082688/files/CAM016793_d.JPG,hybrid,train,https://zenodo.org/record/3082688,f50880462239249675c703a94dc5e002,,8.0,9.0,CAM016793.jpg
CAM016794,https://zenodo.org/record/3082688/files/CAM016794_d.JPG,hybrid,train,https://zenodo.org/record/3082688,3b9f46b850e1e387ae5f27da58511779,,8.0,9.0,CAM016794.jpg
CAM016795,https://zenodo.org/record/3082688/files/CAM016795_d.JPG,hybrid,train,https://zenodo.org/record/3082688,c8a3a05f2e76532c399eead4b73c7f08,,8.0,9.0,CAM016795.jpg
CAM016796,https://zenodo.org/record/3082688/files/CAM016796_d.JPG,hybrid,train,https://zenodo.org/record/3082688,95f009ef2d109f4fdb381e92c790d1a9,,8.0,9.0,CAM016796.jpg
CAM016797,https://zenodo.org/record/3082688/files/CAM016797_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,0b41bf537e8b68791367160d148eff87,9.0,,,CAM016797.jpg
CAM016798,https://zenodo.org/record/3082688/files/CAM016798_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,672a23099530ba9ff859dbed9d603e24,9.0,,,CAM016798.jpg
CAM016799,https://zenodo.org/record/3082688/files/CAM016799_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,fdb1c017f525a93958a2dcd573101ed7,9.0,,,CAM016799.jpg
CAM016800,https://zenodo.org/record/3082688/files/CAM016800_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,ba3345dff1c5b385caadfccf8d3dc1c0,9.0,,,CAM016800.jpg
CAM016801,https://zenodo.org/record/3082688/files/CAM016801_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,173e6fae995405f5f535a2a1d0993d11,9.0,,,CAM016801.jpg
CAM016802,https://zenodo.org/record/3082688/files/CAM016802_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,ba9aa7facf80dde54c8087e6077dc407,9.0,,,CAM016802.jpg
CAM016804,https://zenodo.org/record/3082688/files/CAM016804_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,511591016b2f40c9a66c715a354068ac,9.0,,,CAM016804.jpg
CAM016805,https://zenodo.org/record/3082688/files/CAM016805_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,23187141a71bde5bd24a29d88b94d6b5,9.0,,,CAM016805.jpg
CAM016806,https://zenodo.org/record/3082688/files/CAM016806_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,4d80ff63d59b86cf25847c838bcc5663,9.0,,,CAM016806.jpg
CAM016789,https://zenodo.org/record/3082688/files/CAM016789_d.JPG,hybrid,train,https://zenodo.org/record/3082688,7aafa3c144f451c1066222f2505575e2,,8.0,9.0,CAM016789.jpg
CAM016788,https://zenodo.org/record/3082688/files/CAM016788_d.JPG,hybrid,train,https://zenodo.org/record/3082688,3e2b66a80a623a0dd3e864b3b1a117ee,,8.0,9.0,CAM016788.jpg
CAM016787,https://zenodo.org/record/3082688/files/CAM016787_d.JPG,hybrid,train,https://zenodo.org/record/3082688,ce003a8afaf5987050f0ac3c7c996ada,,8.0,9.0,CAM016787.jpg
CAM016786,https://zenodo.org/record/3082688/files/CAM016786_d.JPG,hybrid,train,https://zenodo.org/record/3082688,398cfa4d97251baa0a683bc69ffb0c1d,,8.0,9.0,CAM016786.jpg
CAM016760,https://zenodo.org/record/3082688/files/CAM016760_d.JPG,hybrid,train,https://zenodo.org/record/3082688,31d7bc6523facb2f015303d66f27274e,,8.0,9.0,CAM016760.jpg
CAM016761,https://zenodo.org/record/3082688/files/CAM016761_d.JPG,hybrid,train,https://zenodo.org/record/3082688,cc93099e3d0d70cddcd525794b8ddba1,,8.0,9.0,CAM016761.jpg
CAM016762,https://zenodo.org/record/3082688/files/CAM016762_d.JPG,hybrid,train,https://zenodo.org/record/3082688,e8490352e763087e0153ce69ae898dcd,,8.0,9.0,CAM016762.jpg
CAM016763,https://zenodo.org/record/3082688/files/CAM016763_d.JPG,hybrid,train,https://zenodo.org/record/3082688,339cff095c34f33af638ea8762a028d2,,8.0,9.0,CAM016763.jpg
CAM016764,https://zenodo.org/record/3082688/files/CAM016764_d.JPG,hybrid,train,https://zenodo.org/record/3082688,aab3716ab5b752153cb49e2b96737218,,8.0,9.0,CAM016764.jpg
CAM016767,https://zenodo.org/record/3082688/files/CAM016767_d.JPG,hybrid,train,https://zenodo.org/record/3082688,009a4b780466bcbdb55421ca62c2c1e9,,8.0,9.0,CAM016767.jpg
CAM016807,https://zenodo.org/record/3082688/files/CAM016807_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,3cb7046c4a7e170ef3197bdfa3173f2d,9.0,,,CAM016807.jpg
CAM016768,https://zenodo.org/record/3082688/files/CAM016768_d.JPG,hybrid,train,https://zenodo.org/record/3082688,97e1fb851f9895f493fca3757493f29d,,8.0,9.0,CAM016768.jpg
CAM016771,https://zenodo.org/record/3082688/files/CAM016771_d.JPG,hybrid,train,https://zenodo.org/record/3082688,97c497eb2b6d6a13b8ce39b041e74e87,,8.0,9.0,CAM016771.jpg
CAM016777,https://zenodo.org/record/3082688/files/CAM016777_d.JPG,hybrid,train,https://zenodo.org/record/3082688,3184c4497dd7106ad6dd6c80f9d88cb5,,8.0,9.0,CAM016777.jpg
CAM016780,https://zenodo.org/record/3082688/files/CAM016780_d.JPG,hybrid,train,https://zenodo.org/record/3082688,dcae7b5d71f62040b9300867cf2b750f,,8.0,9.0,CAM016780.jpg
CAM016783,https://zenodo.org/record/3082688/files/CAM016783_d.JPG,hybrid,train,https://zenodo.org/record/3082688,04727d2eeb0121249dd0ea37942fdd2c,,8.0,9.0,CAM016783.jpg
CAM016784,https://zenodo.org/record/3082688/files/CAM016784_d.JPG,hybrid,train,https://zenodo.org/record/3082688,c31db71f0119ba6701e488965d4cfd8b,,8.0,9.0,CAM016784.jpg
CAM016759,https://zenodo.org/record/3082688/files/CAM016759_d.JPG,hybrid,train,https://zenodo.org/record/3082688,858beea05b602af60fadb4fb47fd9fb2,,8.0,9.0,CAM016759.jpg
CAM016833,https://zenodo.org/record/3082688/files/CAM016833_d.JPG,hybrid,train,https://zenodo.org/record/3082688,cb1ee842a77548436bc269422dae6340,,8.0,9.0,CAM016833.jpg
CAM016837,https://zenodo.org/record/3082688/files/CAM016837_d.JPG,hybrid,train,https://zenodo.org/record/3082688,2af29821535d45a69cb760dadfff3d99,,8.0,9.0,CAM016837.jpg
CAM016838,https://zenodo.org/record/3082688/files/CAM016838_d.JPG,hybrid,train,https://zenodo.org/record/3082688,0dee7700d5b7e6a6c3a49994186d7b85,,8.0,9.0,CAM016838.jpg
CAM016839,https://zenodo.org/record/3082688/files/CAM016839_d.JPG,hybrid,train,https://zenodo.org/record/3082688,e9a2d7ef419b842f46d27dda281d501b,,8.0,9.0,CAM016839.jpg
CAM016840,https://zenodo.org/record/3082688/files/CAM016840_d.JPG,hybrid,train,https://zenodo.org/record/3082688,ee2cb692f2a126c94330b17a00b6aa47,,8.0,9.0,CAM016840.jpg
CAM016841,https://zenodo.org/record/3082688/files/CAM016841_d.JPG,hybrid,train,https://zenodo.org/record/3082688,c81d9d5cee384b37a18433b129bacb45,,8.0,9.0,CAM016841.jpg
CAM016842,https://zenodo.org/record/3082688/files/CAM016842_d.JPG,hybrid,train,https://zenodo.org/record/3082688,6f13a655d44ea260c0b0a5ca938b9528,,8.0,9.0,CAM016842.jpg
CAM016845,https://zenodo.org/record/3082688/files/CAM016845_d.JPG,hybrid,train,https://zenodo.org/record/3082688,154e2e9a5a23ce55ed78f0b9deb813c3,,8.0,9.0,CAM016845.jpg
CAM016848,https://zenodo.org/record/3082688/files/CAM016848_d.JPG,hybrid,train,https://zenodo.org/record/3082688,1038197ddc17042895d3bce4dd8cabc7,,8.0,9.0,CAM016848.jpg
CAM016850,https://zenodo.org/record/3082688/files/CAM016850_d.JPG,hybrid,train,https://zenodo.org/record/3082688,e8a266dc747881b64980dc3ef4a09cf1,,8.0,9.0,CAM016850.jpg
CAM016832,https://zenodo.org/record/3082688/files/CAM016832_d.JPG,hybrid,train,https://zenodo.org/record/3082688,5f9486c22208f31023ea3b345c7bc487,,8.0,9.0,CAM016832.jpg
CAM016831,https://zenodo.org/record/3082688/files/CAM016831_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,a51028e1ae80ab0018be61fed4057e5d,9.0,,,CAM016831.jpg
CAM016830,https://zenodo.org/record/3082688/files/CAM016830_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,2cdff7ab9616209c922bff1bb7250d81,9.0,,,CAM016830.jpg
CAM016811,https://zenodo.org/record/3082688/files/CAM016811_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,064d3d2be695cda2a1c36d91ac961573,9.0,,,CAM016811.jpg
CAM016812,https://zenodo.org/record/3082688/files/CAM016812_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,cdd0ad4be9406bec1380e991ee1f6b09,9.0,,,CAM016812.jpg
CAM016813,https://zenodo.org/record/3082688/files/CAM016813_d.JPG,hybrid,train,https://zenodo.org/record/3082688,cce13bc4b3b239d6330489128960c970,,8.0,9.0,CAM016813.jpg
CAM016814,https://zenodo.org/record/3082688/files/CAM016814_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,2d3b516458d3bcadcce89bbcb68f3a94,9.0,,,CAM016814.jpg
CAM016815,https://zenodo.org/record/3082688/files/CAM016815_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,52cf6cead4055973446c98d8ac80959d,9.0,,,CAM016815.jpg
CAM016816,https://zenodo.org/record/3082688/files/CAM016816_d.JPG,hybrid,train,https://zenodo.org/record/3082688,e1d31baf894a794f72973ab404e55f82,,8.0,9.0,CAM016816.jpg
CAM016817,https://zenodo.org/record/3082688/files/CAM016817_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,be8dbd6fe453a38881b626007eb6e047,9.0,,,CAM016817.jpg
CAM016818,https://zenodo.org/record/3082688/files/CAM016818_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,63157ce7b129dcca835deba2c2a7b235,9.0,,,CAM016818.jpg
CAM016823,https://zenodo.org/record/3082688/files/CAM016823_d.JPG,hybrid,train,https://zenodo.org/record/3082688,1b4fddc080df0973f06e1a0c278382e8,,8.0,9.0,CAM016823.jpg
CAM016824,https://zenodo.org/record/3082688/files/CAM016824_d.JPG,hybrid,train,https://zenodo.org/record/3082688,9d3bffb0c13aba5f1dfde496e55065e0,,8.0,9.0,CAM016824.jpg
CAM016825,https://zenodo.org/record/3082688/files/CAM016825_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,ae688f45113c40a137d93a7e7857653d,9.0,,,CAM016825.jpg
CAM016827,https://zenodo.org/record/3082688/files/CAM016827_d.JPG,hybrid,train,https://zenodo.org/record/3082688,cfc72a295a45098a3daa0110a7f71d7f,,8.0,9.0,CAM016827.jpg
CAM016758,https://zenodo.org/record/3082688/files/CAM016758_d.JPG,hybrid,train,https://zenodo.org/record/3082688,3ec54f0ea518aa6341e828a7d44f96ae,,8.0,9.0,CAM016758.jpg
CAM016756,https://zenodo.org/record/3082688/files/CAM016756_d.JPG,hybrid,train,https://zenodo.org/record/3082688,aba7ba70cee2ac96d533a5424a2cf258,,8.0,9.0,CAM016756.jpg
CAM016069,https://zenodo.org/record/3082688/files/CAM016069_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,5891bd4c3c7aba7bd0643af58d2e7a14,9.0,,,CAM016069.jpg
CAM016068,https://zenodo.org/record/3082688/files/CAM016068_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,d3db4a9c53c6d915fed4c97cff3ddd00,9.0,,,CAM016068.jpg
CAM016067,https://zenodo.org/record/3082688/files/CAM016067_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,f5a3f7166421d7ae2563bccba1dc315f,9.0,,,CAM016067.jpg
CAM016064,https://zenodo.org/record/3082688/files/CAM016064_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,2da55b33d1b965fec554dfdda6dda6a4,9.0,,,CAM016064.jpg
CAM016063,https://zenodo.org/record/3082688/files/CAM016063_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,c62e7053531f27c8ff384fb35c500343,9.0,,,CAM016063.jpg
CAM016062,https://zenodo.org/record/3082688/files/CAM016062_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,69459802c14eed8d89d7cc25cdd12319,9.0,,,CAM016062.jpg
CAM016061,https://zenodo.org/record/3082688/files/CAM016061_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,bc1ad3989c84a05763591e455ef70bef,9.0,,,CAM016061.jpg
CAM016060,https://zenodo.org/record/3082688/files/CAM016060_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,92b743d10b4c101539e1d4e58355c388,9.0,,,CAM016060.jpg
CAM016059,https://zenodo.org/record/3082688/files/CAM016059_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,8fb6ab4f50fa479fd25c9cd6429b7bb6,9.0,,,CAM016059.jpg
CAM016058,https://zenodo.org/record/3082688/files/CAM016058_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,c4a40e48403994cde8947269761aaa24,9.0,,,CAM016058.jpg
CAM016057,https://zenodo.org/record/3082688/files/CAM016057_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,f2d2db0f0d728a4e85f715a3e9d95fe3,9.0,,,CAM016057.jpg
CAM016056,https://zenodo.org/record/3082688/files/CAM016056_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,d42e80a0c9eb8e50a1dc0989f5cf6d6c,9.0,,,CAM016056.jpg
CAM016054,https://zenodo.org/record/3082688/files/CAM016054_d.JPG,hybrid,train,https://zenodo.org/record/3082688,f1ca8f39eb49678281d11e4994209375,,8.0,9.0,CAM016054.jpg
CAM016053,https://zenodo.org/record/3082688/files/CAM016053_d.JPG,hybrid,train,https://zenodo.org/record/3082688,1497bb40ad5482e7d6f5f47a72ad0723,,8.0,9.0,CAM016053.jpg
CAM016070,https://zenodo.org/record/3082688/files/CAM016070_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,87a312a88bdcd9cc1eb82fbf2e88a36d,9.0,,,CAM016070.jpg
CAM016071,https://zenodo.org/record/3082688/files/CAM016071_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,d395274626a01ae431236fe0399dae99,9.0,,,CAM016071.jpg
CAM016682,https://zenodo.org/record/3082688/files/CAM016682_d.JPG,hybrid,train,https://zenodo.org/record/3082688,614fc7bba1a3c0d699b89a3e286e0745,,8.0,9.0,CAM016682.jpg
CAM016681,https://zenodo.org/record/3082688/files/CAM016681_d.JPG,hybrid,train,https://zenodo.org/record/3082688,f86534ce9eb3c178b82a62df87297e5d,,8.0,9.0,CAM016681.jpg
CAM016052,https://zenodo.org/record/3082688/files/CAM016052_d.JPG,hybrid,train,https://zenodo.org/record/3082688,3e2090bdaae820c45571088b60d960e5,,8.0,9.0,CAM016052.jpg
CAM016665,https://zenodo.org/record/3082688/files/CAM016665_d.JPG,hybrid,train,https://zenodo.org/record/3082688,54dc68a80fcbf9b7446152a4170c7976,,8.0,9.0,CAM016665.jpg
CAM016666,https://zenodo.org/record/3082688/files/CAM016666_d.JPG,hybrid,train,https://zenodo.org/record/3082688,9cb0cdee708b735b78669b047fa350a5,,8.0,9.0,CAM016666.jpg
CAM016667,https://zenodo.org/record/3082688/files/CAM016667_d.JPG,hybrid,train,https://zenodo.org/record/3082688,b466124f99e59bf2976e9335705f2d9a,,8.0,9.0,CAM016667.jpg
CAM016668,https://zenodo.org/record/3082688/files/CAM016668_d.JPG,hybrid,train,https://zenodo.org/record/3082688,362f70ce07026d67612c77af2c1867a1,,8.0,9.0,CAM016668.jpg
CAM016669,https://zenodo.org/record/3082688/files/CAM016669_d.JPG,hybrid,train,https://zenodo.org/record/3082688,eeac234579a4427375ea271b5d6088ad,,8.0,9.0,CAM016669.jpg
CAM016670,https://zenodo.org/record/3082688/files/CAM016670_d.JPG,hybrid,train,https://zenodo.org/record/3082688,d10752c117e8be45b6548b54073a7fa2,,8.0,9.0,CAM016670.jpg
CAM016671,https://zenodo.org/record/3082688/files/CAM016671_d.JPG,hybrid,train,https://zenodo.org/record/3082688,3651209719f088b51df050760ef3f742,,8.0,9.0,CAM016671.jpg
CAM016664,https://zenodo.org/record/3082688/files/CAM016664_d.JPG,hybrid,train,https://zenodo.org/record/3082688,3abb6e7168f2d80ed5e3f22096487325,,8.0,9.0,CAM016664.jpg
CAM016757,https://zenodo.org/record/3082688/files/CAM016757_d.JPG,hybrid,train,https://zenodo.org/record/3082688,dfe3bf777ad20ae084c6f31aa73b3476,,8.0,9.0,CAM016757.jpg
CAM016051,https://zenodo.org/record/3082688/files/CAM016051_d.JPG,hybrid,train,https://zenodo.org/record/3082688,dedbd05854329303fa5ecd838bf333b6,,8.0,9.0,CAM016051.jpg
CAM016049,https://zenodo.org/record/3082688/files/CAM016049_d.JPG,hybrid,train,https://zenodo.org/record/3082688,d35815af2e4b1cb20de94a9e3870a6ed,,8.0,9.0,CAM016049.jpg
CAM016740,https://zenodo.org/record/3082688/files/CAM016740_d.JPG,hybrid,train,https://zenodo.org/record/3082688,00c484648cc7a392a0609dd3450e40ab,,8.0,9.0,CAM016740.jpg
CAM016741,https://zenodo.org/record/3082688/files/CAM016741_d.JPG,hybrid,train,https://zenodo.org/record/3082688,d39260270bd6d593836d3c469c91c6a8,,8.0,9.0,CAM016741.jpg
CAM016742,https://zenodo.org/record/3082688/files/CAM016742_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,67d8adb0a5926616d45408e684e2bbab,9.0,,,CAM016742.jpg
CAM016743,https://zenodo.org/record/3082688/files/CAM016743_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,fa54b477abca6f71730658d2928414dd,9.0,,,CAM016743.jpg
CAM016744,https://zenodo.org/record/3082688/files/CAM016744_d.JPG,hybrid,train,https://zenodo.org/record/3082688,4dec45ce86d3200c84398ca8d5da1075,,8.0,9.0,CAM016744.jpg
CAM016745,https://zenodo.org/record/3082688/files/CAM016745_d.JPG,hybrid,train,https://zenodo.org/record/3082688,c1a4e4f98b524d896a3d97a97b070f35,,8.0,9.0,CAM016745.jpg
CAM016746,https://zenodo.org/record/3082688/files/CAM016746_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,8895a51e9a135f6075ff7e48d01b4698,9.0,,,CAM016746.jpg
CAM016747,https://zenodo.org/record/3082688/files/CAM016747_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,7324f26ec04fb1595108227fe537fa4d,9.0,,,CAM016747.jpg
CAM016748,https://zenodo.org/record/3082688/files/CAM016748_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,08d4d176c8f5b3d3f7f5b4347e4d5088,9.0,,,CAM016748.jpg
CAM016749,https://zenodo.org/record/3082688/files/CAM016749_d.JPG,hybrid,train,https://zenodo.org/record/3082688,96ec97c7dff5510ae77e388db7bc9948,,8.0,9.0,CAM016749.jpg
CAM016750,https://zenodo.org/record/3082688/files/CAM016750_d.JPG,hybrid,train,https://zenodo.org/record/3082688,d8bc9302fb73c61b81679c5a4febaa5e,,8.0,9.0,CAM016750.jpg
CAM016752,https://zenodo.org/record/3082688/files/CAM016752_d.JPG,hybrid,train,https://zenodo.org/record/3082688,c442e412ffb59961c4f00fe91006208f,,8.0,9.0,CAM016752.jpg
CAM016755,https://zenodo.org/record/3082688/files/CAM016755_d.JPG,hybrid,train,https://zenodo.org/record/3082688,a26d19727230e821c3a6c700fdb18025,,8.0,9.0,CAM016755.jpg
CAM016736,https://zenodo.org/record/3082688/files/CAM016736_d.JPG,hybrid,train,https://zenodo.org/record/3082688,61ff233d886856719d9d1ddaa9e083ba,,8.0,9.0,CAM016736.jpg
CAM016735,https://zenodo.org/record/3082688/files/CAM016735_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,d293a47fd937cccab0ad7954f6b8f93c,9.0,,,CAM016735.jpg
CAM016706,https://zenodo.org/record/3082688/files/CAM016706_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,b9f644dc7d79baf5914d568a0342e97c,9.0,,,CAM016706.jpg
CAM016048,https://zenodo.org/record/3082688/files/CAM016048_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,dc09127c2315282bd43c68434bf3041f,9.0,,,CAM016048.jpg
CAM016708,https://zenodo.org/record/3082688/files/CAM016708_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,c8b2d64097d5d120922bb063a21677a6,9.0,,,CAM016708.jpg
CAM016047,https://zenodo.org/record/3082688/files/CAM016047_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,0df7008372cd139c718551f9b1a7e7d8,9.0,,,CAM016047.jpg
CAM016710,https://zenodo.org/record/3082688/files/CAM016710_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,c3cc800fe5eb6405589124b73420c741,9.0,,,CAM016710.jpg
CAM016711,https://zenodo.org/record/3082688/files/CAM016711_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,21940660a29d062d0a458e892cda2b2d,9.0,,,CAM016711.jpg
CAM016046,https://zenodo.org/record/3082688/files/CAM016046_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,ed607c229ca1f84df20b137f8e4cf88f,9.0,,,CAM016046.jpg
CAM016713,https://zenodo.org/record/3082688/files/CAM016713_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,ac8821770ee6648f2ee98d2739600283,9.0,,,CAM016713.jpg
CAM016720,https://zenodo.org/record/3082688/files/CAM016720_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,d649baee93099edc9741031a2bed827e,9.0,,,CAM016720.jpg
CAM016727,https://zenodo.org/record/3082688/files/CAM016727_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,e42ccbb63227b1e88c193fdcae197f25,9.0,,,CAM016727.jpg
CAM016728,https://zenodo.org/record/3082688/files/CAM016728_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,3af3787ad729f5958c88fecb0fd19170,9.0,,,CAM016728.jpg
CAM016729,https://zenodo.org/record/3082688/files/CAM016729_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,c5ce4cee73c843a429f13e65d2876d22,9.0,,,CAM016729.jpg
CAM016730,https://zenodo.org/record/3082688/files/CAM016730_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,1a955939f095f40402d32e6125f3650c,9.0,,,CAM016730.jpg
CAM016731,https://zenodo.org/record/3082688/files/CAM016731_d.JPG,non-hybrid,train,https://zenodo.org/record/3082688,526349625824c5a96dc375d48d036541,9.0,,,CAM016731.jpg
